"Date","Open","High","Low","Close","Value"
"2016-01-04","9.373870745362225","9.522385006938327","9.199148084684456","9.356398479294448","3206004.2917562868"
"2016-01-05","9.426287543565552","9.688371534582206","9.28650941502334","9.67089926851443","4711841.021688127"
"2016-01-06","9.592274071209435","9.79320513098887","9.504912740870552","9.653427002446655","6793580.153802215"
"2016-01-07","9.435023676599444","9.784468997954978","9.435023676599444","9.71457993368387","5112993.337753554"
"2016-01-08","9.758260598853315","9.854358062226085","9.46123207570111","9.504912740870552","3784728.3084794744"
"2016-01-11","9.469968208734997","9.784468997954978","9.408815277497778","9.601010204243323","4493366.784563275"
"2016-01-12","9.644690869412766","9.9941361907683","9.548593406039993","9.898038727395528","6135292.330380606"
"2016-01-13","9.959191658632747","10.09896978717496","9.845621929192198","9.959191658632747","5547518.543044573"
"2016-01-14","9.863094195259972","10.020344589869962","9.758260598853315","9.924247126497193","3967193.4785743603"
"2016-01-15","9.889302594361641","9.915510993463306","9.688371534582206","9.82814966312442","4157385.1793594467"
"2016-01-18","9.915510993463306","9.9941361907683","9.801941264022757","9.898038727395528","2729998.491035426"
"2016-01-19","9.967927791666636","10.03781685593774","9.889302594361641","9.941719392564973","3765169.311456743"
"2016-01-20","9.845621929192198","9.98540005773441","9.836885796158308","9.836885796158308","3970376.809218723"
"2016-01-21","9.863094195259972","9.863094195259972","9.330190080192784","9.583537938175546","8681472.64994695"
"2016-01-22","9.784468997954978","9.854358062226085","9.635954736378876","9.784468997954978","5702773.733726614"
"2016-01-25","9.87183032829386","9.959191658632747","9.749524465819425","9.819413530090532","5339545.519631109"
"2016-01-26","9.732052199751648","9.9941361907683","9.71457993368387","9.95045552559886","5181915.136181343"
"2016-01-27","9.967927791666636","10.046552988971628","9.898038727395528","10.046552988971628","4454931.014560977"
"2016-01-28","10.064025255039406","10.195067250547732","10.020344589869962","10.090233654141072","7440880.278246757"
"2016-01-29","10.177594984479956","10.430942842462716","10.1426504523444","10.326109246056058","14009197.149957662"
"2016-02-01","10.282428580886615","10.42220670942883","10.107705920208847","10.42220670942883","5787762.137305161"
"2016-02-02","10.404734443361054","10.492095773699935","10.230011782683286","10.238747915717175","4855607.147401645"
"2016-02-03","10.168858851446066","10.457151241564384","10.151386585378289","10.36105377819161","6093756.790732523"
"2016-02-04","10.492095773699935","10.527040305835492","10.3697899112255","10.483359640666048","13043739.095772568"
