"Date","Open","High","Low","Close","Value"
"2016-01-04","4.067996401072197","4.176508456821012","4.012534683689466","4.128280876488201","2167697.389721349"
"2016-01-05","4.101755707305164","4.222324658137178","4.101755707305164","4.181331214854292","6046523.544985676"
"2016-01-06","4.183742593870931","4.236792932237016","4.174097077804369","4.212679142070616","2576438.609246936"
"2016-01-07","4.215090521087253","4.2295587951870965","4.152394666654606","4.219913279120536","2478009.4538291898"
"2016-01-08","4.219913279120536","4.31154568175287","4.217501900103898","4.292254649619745","2194868.564201943"
"2016-01-11","4.292254649619745","4.393532568318637","4.2826091335531835","4.376652915202155","2363776.063682258"
"2016-01-12","4.379064294218798","4.533392551283776","4.376652915202155","4.523747035217214","3681296.02967519"
"2016-01-13","4.538215309317058","4.600911163749699","4.444171527668085","4.458639801767928","5193766.684363657"
"2016-01-14","4.473108075867766","4.521335656200571","4.379064294218798","4.3959439473352795","2285916.0513389534"
"2016-01-15","4.400766705368561","4.446582906684722","4.31636843978615","4.367007399135593","1857198.7104041493"
"2016-01-18","4.376652915202155","4.429703253568242","4.31636843978615","4.32360257683607","1437633.8087365506"
"2016-01-19","4.33565947191927","4.458639801767928","4.33565947191927","4.422469116518322","1965311.1216845722"
"2016-01-20","4.393532568318637","4.3959439473352795","4.31636843978615","4.326013955852712","2634048.7978739985"
"2016-01-21","4.333248092902632","4.34289360896919","4.142749150588044","4.193388109937493","2433748.473177247"
"2016-01-22","4.253672585353498","4.31154568175287","4.224736037153817","4.31154568175287","1712683.8922875314"
"2016-01-25","4.318779818802788","4.518924277183933","4.318779818802788","4.518924277183933","2594859.603911601"
"2016-01-26","4.509278761117371","4.5141015191506515","4.451405664718004","4.473108075867766","2671098.137435921"
"2016-01-27","4.473108075867766","4.494810487017529","4.422469116518322","4.422469116518322","2308985.838218617"
"2016-01-28","4.446582906684722","4.453817043734646","4.357361883069031","4.359773262085675","2336501.2140853363"
"2016-01-29","4.376652915202155","4.412823600451761","4.364596020118956","4.364596020118956","1934722.8153706333"
"2016-02-01","4.376652915202155","4.379064294218798","4.292254649619745","4.33565947191927","2317391.8166484437"
"2016-02-02","4.340482229952551","4.422469116518322","4.32360257683607","4.35253912503575","1308156.0294884734"
"2016-02-03","4.35253912503575","4.400766705368561","4.32360257683607","4.364596020118956","2582737.9093134925"
"2016-02-04","4.400766705368561","4.410412221435117","4.31636843978615","4.31636843978615","1115780.6306818915"
"2016-02-05","4.321191197819433","4.347716367002474","4.299488786669666","4.31636843978615","1210560.4220057917"
"2016-02-08","4.31636843978615","4.330836713885988","4.217501900103898","4.224736037153817","1729143.3537517432"
"2016-02-09","4.219913279120536","4.241615690270297","4.08728743320532","4.186153972887568","1989280.8085737482"
"2016-02-10","4.190976730920855","4.260906722403422","4.186153972887568","4.219913279120536","1020411.9646973924"
"2016-02-11","4.212679142070616","4.212679142070616","4.11140122337172","4.166862940754449","1119264.114589661"
"2016-02-12","4.166862940754449","4.17168569878773","4.130692255504845","4.130692255504845","739668.043759068"
"2016-02-15","4.147571908621326","4.166862940754449","4.067996401072197","4.075230538122115","2436763.3455593297"
"2016-02-16","4.08728743320532","4.128280876488201","4.039059852872516","4.039059852872516","1403773.5157520974"
"2016-02-17","4.039059852872516","4.147571908621326","3.9787753774565053","4.147571908621326","1830512.7354678418"
"2016-02-18","4.11140122337172","4.188565351904211","4.09934432828852","4.174097077804369","1845844.211666681"
"2016-02-19","4.166862940754449","4.176508456821012","4.082464675172039","4.147571908621326","1261381.9640173598"
"2016-02-22","4.205445005020698","4.234381553220379","4.17168569878773","4.200622246987412","2854134.481765959"
"2016-02-23","4.231970174203735","4.277786375519902","4.203033626004054","4.23920431125366","3151644.7425127653"
"2016-02-24","4.268140859453341","4.268140859453341","4.231970174203735","4.234381553220379","1936265.5011012168"
"2016-02-25","4.234381553220379","4.3091343027362266","4.234381553220379","4.268140859453341","1306248.4073485027"
"2016-02-26","4.272963617486622","4.292254649619745","4.231970174203735","4.231970174203735","1180996.4258409212"
"2016-02-29","4.236792932237016","4.260906722403422","4.217501900103898","4.251261206336859","1069520.7937876398"
"2016-03-01","4.26331810142006","4.338070850935913","4.251261206336859","4.338070850935913","2418972.695601783"
